Identifies the type of dwelling involved in the sale,Identifies the general zoning classification of the sale,Linear feet of street connected to the property,Lot size in square feet,Type of road access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions if more than one is present,Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date same as construction date if no remodeling or additions,Type of roof,Roof material,Exterior covering on the house,Exterior covering on house if more than one material,Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluate the general condition of the basement,Refers to walkout or garden-level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area if multiple types,Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet all floors,Above grade ground living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,Bedrooms above grade does not include basement bedrooms,Kitchens above grade,Kitchen Quality,Total rooms above grade does not include bathrooms,Home functionality Assume typical unless deductions are warranted,Number of fireplaces,Fireplace quality,Garage location,The year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Pool area in square feet,Value of miscellaneous feature,Month Sold,Year Sold,Type of sale,Condition of sale,Sale price
20,Residential Low-Density,74,9612,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Adjacent to feeder street,Normal,Single-family Detached,One story,8,5,2008,2009,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,72,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1468,1468,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1468,0,0,1468,0,0,2,0,3,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2008,Finished,3,898,Average/Typical,Average/Typical,Paved,210,150,0,0,0,12,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),244600
120,Residential Low-Density,50,8012,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer West,Normal,Normal,Townhouse End Unit,One story,6,5,1992,1992,Gable,Standard (Composite) Shingle,Plywood,Imitation Stucco,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,430,Unfinished,0,1145,1575,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1575,0,0,1575,1,0,2,0,2,1,Good,5,Typical Functionality,0,No,Attached to the home,1992,Rough Finished,2,529,Average/Typical,Average/Typical,Paved,0,0,52,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,179200
160,Floating Village Residential,35,4251,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two-story,7,5,2006,2007,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,625,625,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,625,625,0,1250,0,0,2,1,2,1,Good,5,Typical Functionality,0,No,Detached from home,2006,Rough Finished,2,528,Average/Typical,Average/Typical,Paved,0,54,0,0,0,6,2007,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),164700
50,Residential Low-Density,77,9786,Paved,Slightly irregular,Banked,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,7,1962,1981,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,600,Unfinished,0,312,912,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1085,649,0,1734,0,0,1,1,3,1,Good,7,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1962,Rough Finished,2,440,Average/Typical,Average/Typical,Paved,0,0,0,0,0,6,2006,Warranty Deed-Conventional,Normal Sale,159000
20,Residential Low-Density,0,8125,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,4,4,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,614,Unfinished,0,244,858,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,858,0,0,858,0,0,1,0,3,1,Average/Typical,5,Typical Functionality,0,No,No,1978,No,0,0,No,No,Paved,0,0,0,0,0,6,2006,Warranty Deed-Conventional,Normal Sale,88000
20,Residential Low-Density,0,9819,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,5,1967,1967,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,31,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,450,Unfinished,0,432,882,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,900,0,0,900,0,0,1,0,3,1,Average/Typical,5,Typical Functionality,0,No,Detached from home,1970,Unfinished,1,280,Average/Typical,Average/Typical,Paved,0,0,0,0,0,2,2010,Warranty Deed-Conventional,Normal Sale,122000
70,Residential Low-Density,60,8730,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Brookside,Adjacent to North-South Railroad,Normal,Single-family Detached,Two-story,6,7,1915,2003,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,698,698,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),698,698,0,1396,0,0,1,0,3,1,Average/Typical,7,Typical Functionality,0,No,Detached from home,2003,Unfinished,1,384,Average/Typical,Average/Typical,Paved,0,0,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,153575
60,Residential Low-Density,120,15611,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two-story,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Unfinished,0,Unfinished,0,1079,1079,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1079,840,0,1919,0,0,2,1,3,1,Good,8,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2006,Rough Finished,2,685,Good,Average/Typical,Paved,0,51,0,0,0,7,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),233230
190,Residential Low-Density,55,5687,Paved,Regular,Banked,All public Utilities,Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,2fmCon,Two-story,5,6,1912,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Fair,Poured Contrete,Typical (80-89 inches),Fair-dampness or some cracking or settling,No Exposure,Average Rec Room,210,Unfinished,0,570,780,Gas forced warm air furnace,Excellent,No,Standard Circuit Breakers & Romex,936,780,0,1716,1,0,2,0,6,1,Fair,9,Typical Functionality,0,No,No,1978,No,0,0,No,No,Dirt/Gravel,0,184,0,0,0,3,2008,Warranty Deed-Conventional,Normal Sale,135900
50,Residential Low-Density,60,11409,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,4,1949,2008,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Low Quality,292,Unfinished,0,476,768,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1148,568,0,1716,0,0,1,1,3,1,Average/Typical,8,Minor Deductions 2,1,Good-Masonry Fireplace on the main level,Attached to the home,1949,Unfinished,1,281,Average/Typical,Average/Typical,Paved,0,0,0,0,0,1,2009,Warranty Deed-Conventional,Normal Sale,131000
60,Residential Low-Density,0,16659,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,Northwest Ames,Adjacent to positive off-site feature,Normal,Single-family Detached,Two-story,7,7,1977,1994,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,34,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,795,Unfinished,0,0,795,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,1468,795,0,2263,1,0,2,1,3,1,Good,9,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1977,Finished,2,539,Average/Typical,Average/Typical,Paved,0,250,0,0,0,3,2006,Warranty Deed-Conventional,Normal Sale,235000
20,Residential Low-Density,80,9600,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,5,1953,1953,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Stone,238,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1285,Unfinished,0,131,1416,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1644,0,0,1644,1,0,1,0,3,1,Average/Typical,7,Typical Functionality,2,Good-Masonry Fireplace on the main level,Attached to the home,1953,Finished,2,418,Average/Typical,Average/Typical,Paved,110,0,0,0,0,10,2009,Warranty Deed-Conventional,Normal Sale,167000
80,Residential Low-Density,37,7937,Paved,Slightly irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,Split Level,6,6,1984,1984,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,Average Exposure,Good Living Quarters,819,Unfinished,0,184,1003,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1003,0,0,1003,1,0,1,0,3,1,Average/Typical,6,Typical Functionality,0,No,Detached from home,1984,Unfinished,2,588,Average/Typical,Average/Typical,Paved,120,0,0,0,0,3,2006,Warranty Deed-Conventional,Normal Sale,142500
50,Residential Medium Density,75,13710,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,5,1950,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,420,Unfinished,0,490,910,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),910,648,0,1558,0,0,1,1,4,1,Average/Typical,6,Typical Functionality,0,No,Attached to the home,1950,Unfinished,1,282,Average/Typical,Average/Typical,Paved,289,0,0,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,152000
60,Floating Village Residential,66,7399,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,Two-story,7,5,1997,1998,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1600,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,649,Unfinished,0,326,975,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,975,975,0,1950,0,0,2,1,3,1,Good,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,1997,Rough Finished,2,576,Average/Typical,Average/Typical,Paved,0,10,0,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,239000
60,Residential Low-Density,90,11700,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two-story,6,6,1968,1968,Mansard,Standard (Composite) Shingle,Hard Board,Asphalt Shingles,Brick Face,365,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,384,Average Rec Room,175,143,702,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1041,702,0,1743,0,1,1,2,3,1,Average/Typical,7,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1968,Unfinished,2,539,Average/Typical,Average/Typical,Paved,224,0,0,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,175000
20,Residential Low-Density,80,14000,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One story,6,8,1950,2004,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1092,1092,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1152,0,0,1152,0,1,1,0,3,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1950,Unfinished,1,300,Average/Typical,Average/Typical,Paved,0,36,0,0,0,8,2009,Warranty Deed-Conventional,Sale between family members,158500
190,Residential Low-Density,90,15750,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,Crawford,Normal,Normal,2fmCon,One story,5,5,1953,1953,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,56,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,841,Unfinished,0,324,1165,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1336,0,0,1336,1,0,1,0,2,1,Average/Typical,5,Typical Functionality,2,Good-Masonry Fireplace on the main level,Attached to the home,1953,Unfinished,1,375,Average/Typical,Average/Typical,Paved,0,0,0,0,0,6,2006,Warranty Deed-Conventional,Normal Sale,157000
60,Residential Low-Density,66,16226,Paved,Irregular,Level,All public Utilities,Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two-story,8,5,1998,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,281,Unfinished,0,747,1028,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1210,1242,0,2452,0,0,2,1,4,1,Good,9,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house-typically has room above the garage),1998,Finished,2,683,Average/Typical,Average/Typical,Paved,208,50,0,0,0,5,2007,Warranty Deed-Conventional,Normal Sale,267000
20,Residential Low-Density,118,13704,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,7,5,2001,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,150,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1541,1541,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1541,0,0,1541,0,0,2,0,3,1,Good,6,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2001,Rough Finished,3,843,Average/Typical,Average/Typical,Paved,468,81,0,0,0,1,2006,Warranty Deed-Conventional,Normal Sale,205000
20,Residential Low-Density,70,9800,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,7,1972,1972,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,894,Unfinished,0,0,894,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,894,0,0,894,1,0,1,0,3,1,Average/Typical,5,Typical Functionality,0,No,Attached to the home,1975,Unfinished,2,552,Average/Typical,Average/Typical,Paved,256,0,0,0,0,7,2006,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",149900
75,Residential Medium Density,87,18386,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,Two and one-half story: 2nd level finished,7,9,1880,2002,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,None,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1470,1470,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1675,1818,0,3493,0,0,3,0,3,1,Good,10,Typical Functionality,1,Excellent-Exceptional Masonry Fireplace,Attached to the home,2003,Unfinished,3,870,Average/Typical,Average/Typical,Paved,302,0,0,0,0,5,2008,Warranty Deed-Conventional,Normal Sale,295000
20,Residential Low-Density,80,10386,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,8,5,2004,2005,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,246,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1464,Unfinished,0,536,2000,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2000,0,0,2000,1,0,2,0,3,1,Good,8,Typical Functionality,0,No,Attached to the home,2004,Finished,3,888,Average/Typical,Average/Typical,Paved,168,0,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,305900
60,Residential Low-Density,116,13474,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer West,Adjacent to feeder street,Normal,Single-family Detached,Two-story,7,5,1990,1991,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,246,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,700,Unfinished,0,0,700,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1122,1121,0,2243,1,0,2,1,4,1,Good,8,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1990,Rough Finished,3,746,Average/Typical,Average/Typical,Paved,127,44,224,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,225000
50,Residential Medium Density,0,7920,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Iowa DOT and Rail Road,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,7,1920,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,319,319,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1035,371,0,1406,0,0,1,0,3,1,Fair,6,Typical Functionality,0,No,No,1978,No,0,0,No,No,Dirt/Gravel,0,144,0,0,0,3,2008,Warranty Deed-Conventional,Normal Sale,89500
30,Residential Low-Density,0,12342,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,4,5,1940,1950,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,262,Unfinished,0,599,861,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,861,0,0,861,0,0,1,0,1,1,Average/Typical,4,Typical Functionality,0,No,Detached from home,1961,Unfinished,2,539,Average/Typical,Average/Typical,Paved,158,0,0,0,0,3,2009,Warranty Deed-Conventional,Normal Sale,82500
